하수처리장명,위치(도),측정일(시),유입_생물학적 산소요구량(BOD),유입_총유기탄소(TOC),유입_부유물질(SS),유입_총질소(T-N),유입_총인(T-P),유입_대장균수,방류_생물학적 산소요구량(BOD),방류_총유기탄소(TOC),방류_부유물질(SS),방류_총질소(T-N),방류_총인(T-P),방류_대장균수
하수처리장(A),경기도,2025-04-30 9:00,132.97,77.61,193.28,29,2.43,391878,1.6,11.117,3.255,9.677,0.798,713
하수처리장(A),경기도,2025-04-29 9:00,53.36,101.32,188.76,55.39,3.03,963020,2.7,10.654,2.552,9.227,1.163,459
하수처리장(A),경기도,2025-04-28 9:00,219.63,49.74,130.02,32.89,1.61,459277,2.8,11.565,3.04,9.94,1.161,407
하수처리장(A),경기도,2025-04-27 9:00,609.9,73.02,359.96,25.68,2.05,195877,1.4,9.988,2.894,12.327,1.322,711
하수처리장(A),경기도,2025-04-26 9:00,150.4,100.61,72.53,26.03,1.66,371269,1.2,11.146,1.792,17.177,0.837,431
하수처리장(A),경기도,2025-04-25 9:00,31.05,111.8,131.45,72.7,3.77,443765,1.7,14.311,1.764,9.227,0.145,789
하수처리장(A),경기도,2025-04-24 9:00,158.63,70.32,138.78,19.03,2.26,1214352,1.5,11.668,2.205,19.087,1.192,740
하수처리장(A),경기도,2025-04-23 9:00,164.26,70.55,132.27,55.98,3.38,1234782,1.1,10.389,4.09,14.573,0.232,385
하수처리장(A),경기도,2025-04-22 9:00,397.57,126.3,122.09,46.99,2.14,659205,1.5,9.64,2.157,10.703,1.098,612
하수처리장(A),경기도,2025-04-21 9:00,215.9,174.58,90.43,60,3.46,571916,1.2,12.674,2.901,13.273,0.703,1128
하수처리장(A),경기도,2025-04-20 9:00,206.72,63.87,58.81,54.56,3.2,708118,1.2,13.596,3.207,9.764,0.503,264
하수처리장(A),경기도,2025-04-19 9:00,361.54,60.21,86.34,45.43,1.95,269704,1,11.014,2.1,19.005,1.245,333
하수처리장(A),경기도,2025-04-18 9:00,208.79,161.24,97.66,19.75,3.15,673819,1.3,13.286,3.76,12.327,0.635,369
하수처리장(A),경기도,2025-04-17 9:00,115.89,132.87,126.16,54.16,2.6,249785,0.9,11.324,2.1,15.346,0.984,282
하수처리장(A),경기도,2025-04-16 9:00,74.24,66.3,203.28,29.39,3.06,492629,2,14.29,2.1,10.888,1.538,279
하수처리장(A),경기도,2025-04-15 9:00,39.31,49.43,298.82,41.31,3.28,912415,1.6,13.186,3.653,14.058,0.997,1585
하수처리장(A),경기도,2025-04-14 9:00,206.87,70.43,307.24,49.34,4.19,706423,7.2,12.272,2.285,12.119,0.497,264
하수처리장(A),경기도,2025-04-13 9:00,89.31,60.54,217.48,58.21,2.85,331432,1.2,14.515,2.285,19.087,1.285,188
하수처리장(A),경기도,2025-04-12 9:00,104.49,96.13,143.12,24.95,3.49,704839,1.8,11.336,2.171,9.34,0.948,772
하수처리장(A),경기도,2025-04-11 9:00,181.53,45,159.62,26.5,2.77,760722,1.1,13.788,2.414,10.966,0.16,262
하수처리장(A),경기도,2025-04-10 9:00,219.44,96.78,140.12,30.59,2.48,366317,2.7,10.021,2.949,9.867,0.62,1226
하수처리장(A),경기도,2025-04-09 9:00,153.72,221.6,70.36,57.34,3.81,332019,1.4,10.313,2.2,11.332,1.149,204
하수처리장(A),경기도,2025-04-08 9:00,104.19,59.98,88.09,54.69,2.38,450174,4.1,19.565,2.484,8.343,0.172,772
하수처리장(A),경기도,2025-04-07 9:00,376.47,84.42,125.05,59.95,1.6,902784,2.6,11.6,2,8.767,0.232,238
하수처리장(A),경기도,2025-04-06 9:00,185.71,78.97,108.84,37.05,3.16,1900000,1.1,12.348,2.5,9.713,0.949,870
하수처리장(A),경기도,2025-04-05 9:00,228,76.01,195.17,23.71,2.59,404209,2.7,11.564,2.084,12.097,1.149,381
하수처리장(A),경기도,2025-04-04 9:00,68.19,93.08,62.62,34.25,2.31,412765,1.1,11.816,2.178,8.343,0.519,2148
하수처리장(A),경기도,2025-04-03 9:00,89.19,187.99,52.67,47.51,2.7,510657,3.5,12.623,2.904,6.051,0.339,284
하수처리장(A),경기도,2025-04-02 9:00,306.98,28.31,277.06,62.94,1.75,414647,1,14.014,2.2,19.715,0.554,347
하수처리장(A),경기도,2025-04-01 9:00,74.13,161.2,266.6,59.01,1.99,1080794,1.2,12.621,2.764,14.539,1.085,590
하수처리장(A),경기도,2025-03-31 9:00,50.74,62.69,148.39,14.86,3.69,579428,1.4,11.257,3.142,7.886,0.201,379
하수처리장(A),경기도,2025-03-30 9:00,194.7,153.44,251.27,24.23,3.09,988308,1.6,14.262,4.218,10.999,0.267,199
하수처리장(A),경기도,2025-03-29 9:00,162.23,59.39,78.1,37.97,2.12,512551,1.5,13.367,2.032,5.783,1.027,903
하수처리장(A),경기도,2025-03-28 9:00,86.39,77.46,91.8,44.79,1.84,665864,4.1,11.103,3.422,10.447,1.464,239
하수처리장(A),경기도,2025-03-27 9:00,495.75,135.68,236.42,31.39,4.08,639569,1.9,12.492,2.5,14.543,0.213,854
하수처리장(A),경기도,2025-03-26 9:00,213.45,82.51,133.21,29.6,2.84,263737,2.1,11.518,2,11.484,1.203,545
하수처리장(A),경기도,2025-03-25 9:00,57.23,126.33,148.84,38.65,2.49,341027,0.9,13.369,2.728,9.884,0.145,199
하수처리장(A),경기도,2025-03-24 9:00,74.92,58.75,241.68,17.3,4.19,494903,1.4,11.591,1.729,10.795,0.629,294
하수처리장(A),경기도,2025-03-23 9:00,906,29.84,192.05,33.95,5.76,730898,2,11.46,2.817,13.432,0.49,159
하수처리장(A),경기도,2025-03-22 9:00,210.54,165.99,189.79,26.91,3.72,565567,4.1,10.73,2.1,5.386,1.64,868
하수처리장(A),경기도,2025-03-21 9:00,94.24,52.81,98.99,45.12,3.38,1031126,2.1,11.107,2.1,9.553,1.322,961
하수처리장(A),경기도,2025-03-20 9:00,146.32,55.8,141.01,32.53,1.42,541461,2.6,23.269,2,10.228,1.359,745
하수처리장(A),경기도,2025-03-19 9:00,84.33,80.25,117.15,41.31,3.85,258165,1.2,11.112,2.645,8.679,0.179,380
하수처리장(A),경기도,2025-03-18 9:00,137.95,96.39,86.05,46.61,1.62,1207930,1.6,11.324,2.1,11.323,0.635,213
하수처리장(A),경기도,2025-03-17 9:00,426.01,16.04,134.01,28.9,1.89,933212,2.6,13.379,3.03,9.227,1.64,359
하수처리장(A),경기도,2025-03-16 9:00,119.11,56.19,119.91,24.75,3.94,523906,5.8,10.736,2.599,11.575,0.555,684
하수처리장(A),경기도,2025-03-15 9:00,55.86,88.12,63.08,30.02,2.63,481736,2.6,10.824,2.365,10.78,0.895,149
하수처리장(A),경기도,2025-03-14 9:00,71.59,110.25,75.94,36.21,2.08,395303,1,12.303,2.1,9.724,0.295,1284
하수처리장(A),경기도,2025-03-13 9:00,335.39,116.32,279.47,17.25,5.25,242381,4.1,13.317,2.1,19.005,0.73,472
하수처리장(A),경기도,2025-03-12 9:00,140.16,84.15,467.54,32.56,1.9,535978,4.3,11.104,2.1,9.713,0.177,1671
하수처리장(A),경기도,2025-03-11 9:00,45.62,85.67,250.07,47.6,2.91,496118,2.1,11.611,2.549,9.874,0.16,2148
하수처리장(A),경기도,2025-03-10 9:00,423.5,114.83,162.27,17.73,3.96,486386,1.2,10.902,2,12.066,0.461,1195
하수처리장(A),경기도,2025-03-09 9:00,269.02,40.38,48,20.6,2.1,712247,2.5,10.749,2.1,11.907,1.418,1234
하수처리장(A),경기도,2025-03-08 9:00,110.37,101.44,145.51,24.85,1.07,193887,2.2,14.207,2.81,10.966,0.306,458
하수처리장(A),경기도,2025-03-07 9:00,245.49,117.3,253.14,46.23,1.76,712642,5.9,11.688,2.009,13.036,1.426,375
하수처리장(A),경기도,2025-03-06 9:00,112.57,81.88,418.15,33.35,4.14,315835,4.1,17.689,2.886,8.858,1.027,269
하수처리장(A),경기도,2025-03-05 9:00,124.53,38.03,82.71,19.52,1.99,554266,2.7,13.367,2.1,11.056,0.727,464
하수처리장(A),경기도,2025-03-04 9:00,250.41,51.87,167.63,27.56,2.14,616162,2.1,11.298,2.747,14.573,1.314,566
하수처리장(A),경기도,2025-03-03 9:00,77.41,73.08,342.33,39.5,6.37,348223,1.2,19.33,2.1,11.663,1.203,448
하수처리장(A),경기도,2025-03-02 9:00,146.99,156.33,173.63,16.7,1.49,598414,4.8,11.46,3.725,9.336,0.331,65
하수처리장(A),경기도,2025-03-01 9:00,84.85,119.76,111.38,44.68,3.66,1356005,1.1,10.328,2,9.68,0.172,748
하수처리장(A),경기도,2025-02-28 9:00,120.97,145.76,197.58,36.62,3.23,1259891,1.2,12.863,3.49,7.296,0.117,1177
하수처리장(A),경기도,2025-02-27 9:00,278.65,72.03,157.32,30.74,2.27,661391,1.2,10.765,3.072,6.412,0.169,266
하수처리장(A),경기도,2025-02-26 9:00,161.56,110.5,118.45,40.54,3.52,872163,1.4,16.411,2.606,13.071,0.403,500
하수처리장(A),경기도,2025-02-25 9:00,345.6,81.42,143.89,34.7,2.87,315821,4.8,12.75,2.151,9.033,0.145,238
하수처리장(A),경기도,2025-02-24 9:00,187.56,88.57,153.57,34.26,3.6,494833,1.7,11.215,3.773,5.909,0.518,301
하수처리장(A),경기도,2025-02-23 9:00,207.44,69.51,276.92,23.66,4.98,1011167,2.5,10.243,2.5,9.769,0.581,1085
하수처리장(A),경기도,2025-02-22 9:00,217.93,120.76,302.58,40.34,2.59,709521,1.8,11.327,2,12.933,0.134,556
하수처리장(A),경기도,2025-02-21 9:00,96.31,74.11,341.19,35.65,3.2,643856,2.6,11.552,6.857,4.916,0.436,532
하수처리장(A),경기도,2025-02-20 9:00,123.52,88.58,548.89,40.37,2.99,797985,2.2,11.266,2.732,7.436,0.659,677
하수처리장(A),경기도,2025-02-19 9:00,107.01,153.61,63.19,34.13,2.78,1150647,2.6,10.899,2.601,8.266,0.434,331
하수처리장(A),경기도,2025-02-18 9:00,93.64,37.94,290.36,48.09,2.7,489985,2.6,8.705,2.4,11.31,0.133,424
하수처리장(A),경기도,2025-02-17 9:00,227.07,103.97,100,29.09,2.33,1257135,1,10.251,4.428,4.51,0.373,350
하수처리장(A),경기도,2025-02-16 9:00,113.46,16.44,83.77,40.04,5.55,928413,2.5,16.616,2.4,7.081,0.318,2400
하수처리장(A),경기도,2025-02-15 9:00,42.31,59.47,249.92,24.11,2.43,312497,2.5,10.433,2.559,7.859,0.691,479
하수처리장(A),경기도,2025-02-14 9:00,139.91,61.45,311.48,41.36,1.78,721208,1.4,10.313,2.802,6.22,0.318,875
하수처리장(A),경기도,2025-02-13 9:00,94.86,110.82,237.62,42.53,2.34,440831,3.6,11.469,2.575,7.805,0.205,1102
하수처리장(A),경기도,2025-02-12 9:00,92.87,62.35,204.37,39.46,2.87,902992,2.4,12.438,3.08,12.086,0.352,221
하수처리장(A),경기도,2025-02-11 9:00,57.98,118.22,270.74,22.08,2.51,497685,1.7,10.315,2.952,12.086,0.316,356
하수처리장(A),경기도,2025-02-10 9:00,243.4,106.6,95.08,40.36,2.99,392282,1.7,9.649,2.502,11.212,0.16,651
하수처리장(A),경기도,2025-02-09 9:00,257.96,89.17,231.31,42.67,3.37,231998,1.4,11.716,2.924,8.008,0.235,498
하수처리장(A),경기도,2025-02-08 9:00,154.62,82.62,108.98,32.72,4.08,602342,1.7,12.78,2.931,7.859,0.58,1289
하수처리장(A),경기도,2025-02-07 9:00,46.77,55.83,99.8,32.8,1.52,837366,2.1,12.675,2.503,11.105,0.205,425
하수처리장(A),경기도,2025-02-06 9:00,359.08,103.16,142.9,22.04,2.61,308338,2.1,17.564,2,7.085,0.733,136
하수처리장(A),경기도,2025-02-05 9:00,146.97,49.44,142.49,26.19,3.19,438835,1.8,17.564,2.505,6.497,0.09,970
하수처리장(A),경기도,2025-02-04 9:00,238.62,159.12,100.97,31.75,2.41,669743,2.7,10.073,2.378,11.212,0.157,1961
하수처리장(A),경기도,2025-02-03 9:00,105.82,33.09,257.82,29.94,3.14,593933,3.5,9.758,3.41,7.081,0.056,162
하수처리장(A),경기도,2025-02-02 9:00,301.11,153.71,130.82,48.69,2.19,484079,1.3,10.505,2.865,13.181,0.298,329
하수처리장(A),경기도,2025-02-01 9:00,306.62,157.96,154.55,38.53,2.73,574173,2.4,12.229,2.4,6.139,0.301,466
하수처리장(A),경기도,2025-01-31 9:00,90.59,58.89,55.21,35.35,2.35,1566897,2.4,10.627,2,12.782,1.849,516
하수처리장(A),경기도,2025-01-30 9:00,133.6,77.73,92.4,28.09,2.09,1558446,2.6,10.413,2,12.086,0.577,545
하수처리장(A),경기도,2025-01-29 9:00,158.89,104.89,203.03,56.53,1.4,730977,1.7,17.433,2.763,12.594,0.1,218
하수처리장(A),경기도,2025-01-28 9:00,110.74,127.2,132.93,31.86,2.29,550463,2.5,12.397,3.121,8.49,0.494,442
하수처리장(A),경기도,2025-01-27 9:00,189.01,96.05,170.8,28,2.63,1185671,1.7,10.532,2,11.866,0.968,589
하수처리장(A),경기도,2025-01-26 9:00,158.4,70.75,684.41,36.53,2.59,1086212,2.2,13.136,2.101,11.775,0.163,1613
하수처리장(A),경기도,2025-01-25 9:00,62.43,26.49,167.38,61.44,2.55,817431,1.9,13.924,2,10.942,0.177,663
하수처리장(A),경기도,2025-01-24 9:00,82.95,92.56,233.66,43.54,3.43,1100460,1.8,13.626,2.596,7.326,0.135,167
하수처리장(A),경기도,2025-01-23 9:00,84.84,108.08,69.26,31.78,5.18,708730,1.2,9.429,2.5,12.599,0.199,694
하수처리장(A),경기도,2025-01-22 9:00,133.22,98.54,123,17.93,2.33,685688,3,8.91,2.049,11.212,0.1,909
하수처리장(A),경기도,2025-01-21 9:00,347.08,96.4,228.21,43.14,4.45,299201,4.9,12.015,2.355,7.341,0.182,227
하수처리장(A),경기도,2025-01-20 9:00,411.63,60,110.88,74.65,2.02,405655,2.9,11.112,3.205,19.798,0.436,206
하수처리장(A),경기도,2025-01-19 9:00,77.76,124.26,94.93,42.59,5.2,1076377,2.1,11.362,2.107,14.802,0.134,361
하수처리장(A),경기도,2025-01-18 9:00,144.59,209.61,137.02,37.1,1.44,769701,2.4,10.345,2.466,8.312,0.211,903
하수처리장(A),경기도,2025-01-17 9:00,152.59,119.34,84.7,49.73,1.91,838441,1.7,12.455,3.117,11.56,0.434,544
하수처리장(A),경기도,2025-01-16 9:00,91.62,59.92,83.7,30.83,3.82,298374,1.2,11.388,2.071,10.083,0.455,172
하수처리장(A),경기도,2025-01-15 9:00,81.87,101.19,209.74,22.53,2.67,264899,2.8,12.002,3.738,10.942,0.161,677
하수처리장(A),경기도,2025-01-14 9:00,114.1,97.62,201.88,36.86,3.43,467262,1,11.315,2.5,11.633,0.719,617
하수처리장(A),경기도,2025-01-13 9:00,142.22,70.59,124.07,39.64,2.12,399620,3.6,10.212,3.314,9.883,0.435,1540
하수처리장(A),경기도,2025-01-12 9:00,126.51,77.45,77.73,35.85,2.64,500348,2.6,12.028,2,8.266,0.733,829
하수처리장(A),경기도,2025-01-11 9:00,93.59,154.95,109.94,37.81,3.78,505502,4.9,10.377,3.415,5.914,0.204,303
하수처리장(A),경기도,2025-01-10 9:00,34.71,118.76,110.1,37.72,2.27,1022530,1.1,16.027,4.405,9.417,0.34,451
하수처리장(A),경기도,2025-01-09 9:00,195.99,99.3,384.96,40.51,3.67,569102,2,12.047,2.564,4.626,0.904,325
하수처리장(A),경기도,2025-01-08 9:00,196.2,52.65,84.74,41.37,2.19,478560,2.4,8.89,2.9,13.114,0.233,262
하수처리장(A),경기도,2025-01-07 9:00,344.36,134.25,163.19,17.36,1.96,899545,1.9,12.416,3.146,9.033,0.145,1036
하수처리장(A),경기도,2025-01-06 9:00,223.35,51.26,141.93,60.08,1.6,351487,1.7,10.725,2.448,12.167,0.118,1043
하수처리장(A),경기도,2025-01-05 9:00,235.37,90.59,87.3,23.86,2.38,409967,1.5,11.414,6.857,8.402,0.538,129
하수처리장(A),경기도,2025-01-04 9:00,185.93,78.89,262.81,80.89,2.47,738851,2.6,9.685,2.952,16.179,1.065,925
하수처리장(A),경기도,2025-01-03 9:00,51.08,142.74,208.55,39.06,1.77,279925,2.1,10.912,2,12.167,0.318,1236
하수처리장(A),경기도,2025-01-02 9:00,235.52,102.3,223.31,33.39,1.83,492980,1.3,10.544,2.661,13.181,0.625,567
하수처리장(A),경기도,2025-01-01 9:00,160.41,107.86,178.82,43.68,1.93,1592950,1.4,11.963,2.685,7.103,0.691,470
하수처리장(A),경기도,2024-12-31 9:00,66.92,89.18,357.97,28.4,2.07,608796,4.8,10.35,2.488,11.56,0.213,689
하수처리장(A),경기도,2024-12-30 9:00,256.99,123.26,304.67,48.41,2.21,661455,3,11.379,2.355,9.892,0.218,905
하수처리장(A),경기도,2024-12-29 9:00,203.22,71.48,134.39,27.06,1.87,435613,1.8,13.492,2.501,13.662,0.968,1563
하수처리장(A),경기도,2024-12-28 9:00,189.83,45.84,178.51,39.16,4.81,513310,1.6,9.489,2.936,6.202,0.16,566
하수처리장(A),경기도,2024-12-27 9:00,315.12,137.82,182.69,47.75,2.86,146560,2.5,11.225,2.758,12.858,0.339,621
하수처리장(A),경기도,2024-12-26 9:00,145.72,59.63,125.65,68.35,1.97,709642,3.4,9.408,2.674,9.033,0.381,194
하수처리장(A),경기도,2024-12-25 9:00,94.27,50.21,67.02,32.04,1.73,858718,2,12.385,2,4.087,0.171,742
하수처리장(A),경기도,2024-12-24 9:00,231.51,53.94,202.55,54.23,1.54,646676,1.1,12.28,2.747,6.746,0.251,633
하수처리장(A),경기도,2024-12-23 9:00,412.03,75.11,259.4,28.18,1.5,434742,2.9,12.727,3.108,7.447,0.318,280
하수처리장(A),경기도,2024-12-22 9:00,146.74,36.27,106.27,35.3,3.83,379168,1.4,12.136,5.272,10.629,0.518,310
하수처리장(A),경기도,2024-12-21 9:00,122.15,89.71,301.79,52.33,3.25,434806,1.8,10.558,3.007,6.301,0.134,452
하수처리장(A),경기도,2024-12-20 9:00,190.17,45.45,79.42,52.36,2.3,485217,2.1,12.25,2.558,5.914,0.248,268
하수처리장(A),경기도,2024-12-19 9:00,184.26,195.22,196.69,38.57,3.29,910259,2.1,11.054,3.322,11.736,0.084,1832
하수처리장(A),경기도,2024-12-18 9:00,205.8,44.79,81.32,30.69,2.98,567565,3,9.279,3.236,4.626,0.265,505
하수처리장(A),경기도,2024-12-17 9:00,271.73,43.75,136.39,30.42,1.89,867102,1.5,9.57,2.9,8.326,0.252,273
하수처리장(A),경기도,2024-12-16 9:00,133.73,71.83,211.83,39.63,2.57,317796,2.8,10.341,3.192,8.312,0.389,371
하수처리장(A),경기도,2024-12-15 9:00,121.93,184.01,184.47,47.77,2.2,327222,1.8,12.335,4.405,10.026,0.181,295
하수처리장(A),경기도,2024-12-14 9:00,155.51,123.5,149.18,65.45,2.5,1080065,1,10.739,2,9.892,0.577,275
하수처리장(A),경기도,2024-12-13 9:00,167.53,77.56,457.55,36.81,4.97,173147,1.5,12.385,2.02,6.202,0.162,639
하수처리장(A),경기도,2024-12-12 9:00,77.11,39.38,341.22,32.84,3.05,671654,1.7,10.314,2.942,9.892,0.117,821
하수처리장(A),경기도,2024-12-11 9:00,211.04,88.16,70.45,51.94,3.01,539373,1.4,12.42,2.5,6.251,0.261,633
하수처리장(A),경기도,2024-12-10 9:00,151.72,90.16,241.09,25.28,2.48,389499,1.8,11.513,5.747,7.081,0.167,325
하수처리장(A),경기도,2024-12-09 9:00,333.2,86.17,100.56,49.94,2.37,289867,2.8,12.773,2.495,16.179,0.347,163
하수처리장(A),경기도,2024-12-08 9:00,152.77,96.48,266.43,36.42,4.06,397866,1.4,14.125,2.5,4.51,0.125,661
하수처리장(A),경기도,2024-12-07 9:00,175.5,116.05,150.15,37.66,4.03,507837,2.6,9.912,2.661,7.081,1.046,682
하수처리장(A),경기도,2024-12-06 9:00,408.91,49.97,335.83,28.57,2.22,543978,2.1,10.738,2.168,12.69,0.45,167
하수처리장(A),경기도,2024-12-05 9:00,127.5,120.51,233.68,28.48,3.89,1229790,1.4,10.883,3.71,9.625,0.391,1110
하수처리장(A),경기도,2024-12-04 9:00,137.52,37.57,120.72,33.13,1.79,911674,1.1,10.789,2,10.074,0.455,941
하수처리장(A),경기도,2024-12-03 9:00,123.61,183.8,59.47,35.92,1.93,530372,2.4,11.375,3.176,12.594,0.109,771
하수처리장(A),경기도,2024-12-02 9:00,320.06,134.55,107.37,56.38,2.21,513494,1.5,10.657,2.5,9.674,0.112,391
하수처리장(A),경기도,2024-12-01 9:00,142.95,38.06,224.77,52.4,2.52,626181,3,10.412,2,7.305,0.26,872
하수처리장(A),경기도,2024-11-30 9:00,53.26,44.36,147.31,23.4,3.2,321775,1.9,10.309,2,11.662,0.434,647
하수처리장(A),경기도,2024-11-29 9:00,66.36,92.18,134.82,54.1,4.31,985259,0.8,9.942,3.793,12.185,0.331,661
하수처리장(A),경기도,2024-11-28 9:00,250.93,64.36,339.63,60.97,2.55,137611,0.7,10.906,2,7.732,0.516,1629
하수처리장(A),경기도,2024-11-27 9:00,45.47,27.95,195.38,28.04,1.79,627931,1.4,11.695,2.1,13.592,0.178,812
하수처리장(A),경기도,2024-11-26 9:00,113.89,72.81,120.75,41.35,2.71,487155,1,10.418,2.907,9.833,0.7,902
하수처리장(A),경기도,2024-11-25 9:00,203.8,114.29,167.25,33.71,2.68,366832,0.9,9.488,2.163,12.229,0.536,601
하수처리장(A),경기도,2024-11-24 9:00,382.44,77.89,62.91,37.7,1.79,737210,1.2,10.726,2,15.355,0.201,553
하수처리장(A),경기도,2024-11-23 9:00,204.47,148.65,54.13,25.52,2.63,616725,1,10.851,2,13.784,0.529,513
하수처리장(A),경기도,2024-11-22 9:00,133.65,97.6,260.32,19.84,3.41,225687,1.6,11.298,2,9.075,0.634,1169
하수처리장(A),경기도,2024-11-21 9:00,39.39,96.13,225.55,33.37,2.14,400109,1.4,10.9,2,9.45,0.145,770
하수처리장(A),경기도,2024-11-20 9:00,159.54,88.96,158.91,27.52,3.91,1301376,1.4,11.43,2,14.855,0.739,816
하수처리장(A),경기도,2024-11-19 9:00,139.29,119.05,187.88,27.26,4.1,665588,0.8,10.979,4.127,4.3,0.126,604
하수처리장(A),경기도,2024-11-18 9:00,88.01,75.69,129.95,40.71,2.12,426989,1,9.529,2,16.565,0.282,430
하수처리장(A),경기도,2024-11-17 9:00,86.26,43.73,277.35,67.14,2.49,566054,0.6,11.1,2,11.345,0.197,410
하수처리장(A),경기도,2024-11-16 9:00,222.4,30.23,173.45,42.64,3.43,242925,1.9,11.559,2,9.45,0.169,1019
하수처리장(A),경기도,2024-11-15 9:00,433.94,158,407.5,23.97,1.79,901884,1.5,9.116,2,11.935,0.192,404
하수처리장(A),경기도,2024-11-14 9:00,182.02,89.23,98.87,38.54,2.52,503652,0.9,10.602,2,13.889,0.285,605
하수처리장(A),경기도,2024-11-13 9:00,246.05,173.55,108.94,36.4,1.89,437733,0.9,11.695,2,6.09,0.739,433
하수처리장(A),경기도,2024-11-12 9:00,310.92,142.09,147.83,35.37,2.44,165859,1.1,10.839,2.132,9.45,0.156,1103
하수처리장(A),경기도,2024-11-11 9:00,113.57,82.3,149.62,29.73,3.27,1658832,0.8,12.218,2.059,12.599,0.634,847
하수처리장(A),경기도,2024-11-10 9:00,147.85,35.53,176.41,35.89,2.09,830946,3,9.646,2.005,11.755,0.145,363
하수처리장(A),경기도,2024-11-09 9:00,73.02,57.95,204.39,27.68,3.78,955252,0.9,10.046,2,6.367,0.209,738
하수처리장(A),경기도,2024-11-08 9:00,194.16,41.59,367.48,38.34,3.73,364488,1.4,9.729,2,14.811,0.377,805
하수처리장(A),경기도,2024-11-07 9:00,260.26,118.12,176.36,48.69,3.33,333671,0.9,10.789,2,13.22,0.154,1268
하수처리장(A),경기도,2024-11-06 9:00,272.52,81.43,48,42.93,3.69,1004859,0.9,9.924,2,11.848,0.156,1069
하수처리장(A),경기도,2024-11-05 9:00,80.55,287.14,192.31,45.14,3.02,736128,1.4,10.374,2,13.784,0.293,1487
하수처리장(A),경기도,2024-11-04 9:00,53.17,68.36,48,80.09,2.1,874452,1.2,10.116,2.139,10.513,0.3,928
하수처리장(A),경기도,2024-11-03 9:00,245.79,90.48,95.72,44.84,2.31,544796,1,10.008,2,10.36,0.282,1147
하수처리장(A),경기도,2024-11-02 9:00,218.23,83.47,157.93,27.88,2.34,520504,0.9,10.839,2.051,13.885,1.034,893
하수처리장(A),경기도,2024-11-01 9:00,112.91,113,118.43,35.02,2.43,452523,1.3,11.477,2,11.348,0.603,385
하수처리장(A),경기도,2024-10-31 9:00,428.71,43.54,94.89,23.25,1.94,309606,0.9,11.562,2,12.949,0.158,997
하수처리장(A),경기도,2024-10-30 9:00,200.93,120.85,142.62,39.35,2.93,463553,1.1,10.523,2,10.513,0.438,344
하수처리장(A),경기도,2024-10-29 9:00,334.03,130.56,145.35,31.5,1.47,400709,0.6,9.447,2,12.485,0.223,937
하수처리장(A),경기도,2024-10-28 9:00,133.92,61.15,437.65,15.3,3.32,398687,1.3,10.311,2,7.732,0.373,1352
하수처리장(A),경기도,2024-10-27 9:00,144.71,59.75,122.27,22.72,2.01,654675,0.8,10.884,2.082,9.075,0.44,535
하수처리장(A),경기도,2024-10-26 9:00,191.58,112.51,168.23,29.23,4.41,1327038,1.1,11.672,2,10.829,0.39,1000
하수처리장(A),경기도,2024-10-25 9:00,188.2,81.26,103.23,44.56,2.82,238024,1.6,10.566,2.065,14.739,0.72,1830
하수처리장(A),경기도,2024-10-24 9:00,249.78,118.28,166.07,55.52,2.42,1087173,1.1,9.646,2.033,11.205,0.721,584
하수처리장(A),경기도,2024-10-23 9:00,213.07,60.57,198.48,51.32,2.87,411186,0.8,10.694,2,11.348,0.199,1287
하수처리장(A),경기도,2024-10-22 9:00,134.51,44.37,116.68,24.57,2.82,866776,1.1,10.388,2.163,10.958,0.211,510
하수처리장(A),경기도,2024-10-21 9:00,95.89,181.99,100.5,36.11,2.67,729726,1.2,13.038,2,12.474,0.285,734
하수처리장(A),경기도,2024-10-20 9:00,319.23,129.95,88.74,31.5,2.46,962509,2.2,11.147,2,16.152,0.641,463
하수처리장(A),경기도,2024-10-19 9:00,143.08,77.31,114.05,24.31,2.89,502879,0.8,8.699,2,15.355,0.721,671
하수처리장(A),경기도,2024-10-18 9:00,301.79,50.1,63.89,36.99,1.99,1080706,1.3,11.578,2,16.152,0.816,215
하수처리장(A),경기도,2024-10-17 9:00,349.68,30.55,428.77,36.25,1.13,329163,1.3,11.672,2,11.848,0.281,723
하수처리장(A),경기도,2024-10-16 9:00,556.31,79.95,68.74,64.37,1.82,474872,0.6,11.887,2.314,7.732,0.178,1492
하수처리장(A),경기도,2024-10-15 9:00,173.76,49.85,211.31,30.49,1.18,247354,1.6,11.139,2,13.756,0.333,557
하수처리장(A),경기도,2024-10-14 9:00,153.28,134.41,203.63,43.1,2.85,730387,0.6,10.9,2,13.769,0.739,521
하수처리장(A),경기도,2024-10-13 9:00,173.33,90.1,120.26,31.81,2.05,1751389,1.2,11.467,2.265,13.89,0.535,459
하수처리장(A),경기도,2024-10-12 9:00,99.43,163.2,119.03,35.27,2.07,455328,1.2,10.662,2,13.642,0.282,788
하수처리장(A),경기도,2024-10-11 9:00,151.55,105.96,179.92,55.4,0.99,330094,0.8,9.615,2.1,10.325,0.178,1119
하수처리장(A),경기도,2024-10-10 9:00,407.95,118.13,207.98,25.77,3.88,640589,1,9.929,2.196,11.806,0.168,499
하수처리장(A),경기도,2024-10-09 9:00,349.48,132.39,85.96,37.82,2.01,492295,0.9,10.9,2,6.662,0.805,558
하수처리장(A),경기도,2024-10-08 9:00,171.41,74.48,109.27,32.01,4.2,686700,1.3,10.647,2,14.811,0.517,918
