하수처리장명,위치(도),측정일(시),유입_생물학적 산소요구량(BOD),유입_총유기탄소(TOC),유입_부유물질(SS),유입_총질소(T-N),유입_총인(T-P),유입_대장균수,방류_생물학적 산소요구량(BOD),방류_총유기탄소(TOC),방류_부유물질(SS),방류_총질소(T-N),방류_총인(T-P),방류_대장균수
하수처리장(C),충남,2024-10-11 12:00,326.35,73.16,250.39,83.55,8.69,314579,0.9,10.349,0.8,10.552,0.567,0
하수처리장(C),충남,2024-10-10 12:00,242.84,141.53,314.83,58.18,5.19,218371,1.1,10.638,0.7,8.769,0.157,24
하수처리장(C),충남,2024-10-09 12:00,311.7,88.26,207.13,70.56,5.35,237628,0.9,9.203,0.6,8.892,0.39,40
하수처리장(C),충남,2024-10-08 12:00,231.97,47.46,309.36,54.65,5.75,197965,1.6,0,0.526,11.841,0.391,2
하수처리장(C),충남,2024-10-07 12:00,246.59,61.03,241.17,79.76,4.73,249672,0.8,11.073,1.473,11.356,0.263,14
하수처리장(C),충남,2024-10-06 12:00,376.14,116.77,337.45,63.48,8.69,223054,1,0,0.5,9.863,0.262,0
하수처리장(C),충남,2024-10-05 12:00,238.5,178.8,274.55,74.86,4.44,203411,1.3,13.738,0.52,9.11,0.56,65
하수처리장(C),충남,2024-10-04 12:00,268.36,67.12,221.99,85.56,4.25,210776,1.8,12.453,0.6,8.335,0.838,22
하수처리장(C),충남,2024-10-03 12:00,326.39,69.68,327.11,73.83,6.11,234713,0.9,11.4,0.7,11.405,0.626,30
하수처리장(C),충남,2024-10-02 12:00,316.34,100.71,249.37,58.69,8.31,205841,1.3,0,1.464,8.27,0.208,5
하수처리장(C),충남,2024-10-01 12:00,228.97,171.59,361.88,61.28,5.66,170755,1.2,9.447,0.8,8.51,0.263,7
하수처리장(C),충남,2024-09-30 12:00,245.33,92.9,355.31,83.99,4.35,215212,0.7,11.296,0.657,9.447,0.228,10
하수처리장(C),충남,2024-09-29 12:00,224.85,118.93,269.48,65.63,4.39,258123,1.1,10.015,0.7,9.258,0.432,3
하수처리장(C),충남,2024-09-28 12:00,226.09,121.92,318.45,70.28,7.52,354681,1.3,0.831,0.874,9.447,0.462,14
하수처리장(C),충남,2024-09-27 12:00,270.52,76.96,329.34,57.29,7.56,210031,1,0,0.6,17.302,0.265,44
하수처리장(C),충남,2024-09-26 12:00,247.91,86.61,233.74,48.99,6.63,271240,1,14.202,0.8,12.563,0.233,83
하수처리장(C),충남,2024-09-25 12:00,189.37,99.7,258.34,107.5,6.16,199276,0.8,17.561,0.2,11.405,0.258,33
하수처리장(C),충남,2024-09-24 12:00,250.17,154.99,222.29,73,8.3,163180,0.8,11.378,0.293,11.356,0.225,12
하수처리장(C),충남,2024-09-23 12:00,225.24,72.54,191.81,74.98,6,178051,1,0,0.885,13.895,0.435,5
하수처리장(C),충남,2024-09-22 12:00,298.08,105.16,251.54,64.24,8.27,185858,1.9,10.118,0.6,10.646,0.22,2
하수처리장(C),충남,2024-09-21 12:00,258.06,130.84,238.52,55.58,5.19,241916,0.9,12.735,1.475,10.646,0.499,24
하수처리장(C),충남,2024-09-20 12:00,284.25,96.8,249.88,43.31,6.9,256626,1,0,0.6,9.514,0.208,3
하수처리장(C),충남,2024-09-19 12:00,258.2,127.13,300.27,72.02,7.27,226831,1,9.039,0.6,8.892,0.432,17
하수처리장(C),충남,2024-09-18 12:00,302.51,145.41,212.01,67.05,6.44,205344,1.1,0,0.5,12.62,0.295,2
하수처리장(C),충남,2024-09-17 12:00,285.57,65.25,280.22,52.84,8.69,244582,0.8,12.735,1.393,9.045,0.912,9
하수처리장(C),충남,2024-09-16 12:00,224.07,157.08,270.64,69.48,7.21,231895,1.4,0,0.7,8.152,0.558,0
하수처리장(C),충남,2024-09-15 12:00,326.8,127.29,163.3,45.38,4.51,195712,1.5,14.202,0.999,9.795,0.514,43
하수처리장(C),충남,2024-09-14 12:00,227.21,125.6,398.16,48.77,5.73,261125,0.6,0,0.767,7.773,0.396,83
하수처리장(C),충남,2024-09-13 12:00,308.85,110.38,268.81,64.99,7.51,212429,1.1,15.399,0.8,12.987,0.419,0
하수처리장(C),충남,2024-09-12 12:00,256.84,69.75,266.35,68.16,6.67,168251,1,9.981,0.8,9.588,0.265,12
하수처리장(C),충남,2024-09-11 12:00,291.02,83.66,245.54,93.62,4.31,155310,0.6,9.981,0.6,11.841,0.296,17
하수처리장(C),충남,2024-09-10 12:00,308.39,135.39,270.7,68.48,4.7,275908,0.9,0,0.55,12.563,0.22,83
하수처리장(C),충남,2024-09-09 12:00,220.28,61.11,258.95,47.32,4.85,183784,1,9.039,0.996,8.769,0.253,1
하수처리장(C),충남,2024-09-08 12:00,233.64,96.43,231.96,61.42,6.95,166754,1.2,12.168,0.5,11.182,0.396,83
하수처리장(C),충남,2024-09-07 12:00,379.8,134.13,225.55,85.64,7.59,230978,1.5,7.898,0.2,9.795,0.368,34
하수처리장(C),충남,2024-09-06 12:00,277.36,77.95,241.7,73.07,6.79,209723,0.7,12.764,0.6,9.516,0.558,17
하수처리장(C),충남,2024-09-05 12:00,251.05,48.57,293.51,96.75,5.35,308403,1.2,0,0.5,14.755,0.312,15
하수처리장(C),충남,2024-09-04 12:00,313.53,75.31,202.46,71.61,5.55,210318,0.9,9.413,0.7,10.059,0.375,56
하수처리장(C),충남,2024-09-03 12:00,261.54,51.17,177.39,52.52,7.34,216492,1.1,11.035,0.8,12.737,0.378,83
하수처리장(C),충남,2024-09-02 12:00,257.7,79.3,257.93,86.01,8.35,169776,0.9,0,1.285,9.507,0.435,8
하수처리장(C),충남,2024-09-01 12:00,207.41,58.78,162.49,66.24,6.63,257178,1.7,0,0.6,9.486,0.462,32
하수처리장(C),충남,2024-08-31 12:00,262.54,119.53,192.18,64.12,5.79,188599,0.9,11.599,1.955,11.082,0.249,1
하수처리장(C),충남,2024-08-30 12:00,310.81,112.25,190.18,52.97,6.78,189465,1,11.042,0.1,9.046,0.392,15
하수처리장(C),충남,2024-08-29 12:00,207.68,99,244.71,77.82,7.1,178634,1.1,8.323,1.965,6.458,0.3,11
하수처리장(C),충남,2024-08-28 12:00,243.4,167.08,306.9,48.48,8.69,277187,0.6,11.459,0.1,7.349,0.321,23
하수처리장(C),충남,2024-08-27 12:00,234.2,83.87,179.12,66.31,7.11,251442,0.8,12.395,0.775,9.862,0.316,2
하수처리장(C),충남,2024-08-26 12:00,233.55,111.49,305.76,70.98,7.39,184590,1.6,10.461,6.147,6.106,0.313,6
하수처리장(C),충남,2024-08-25 12:00,256.47,94.3,215.14,59.63,5.41,203152,0.9,10.651,0.272,5.623,0.261,7
하수처리장(C),충남,2024-08-24 12:00,257.08,45.24,262.02,84.49,6.57,210204,1,16.815,2.021,9.862,0.445,7
하수처리장(C),충남,2024-08-23 12:00,305.1,93.45,221.41,70.31,5.94,219021,1.1,11.114,0.333,2.819,0.454,5
하수처리장(C),충남,2024-08-22 12:00,210.57,173.98,160.61,56.35,5.2,282554,1.3,10.476,1.369,11.075,0.392,13
하수처리장(C),충남,2024-08-21 12:00,201.25,141.39,372.37,60.92,7.63,191810,1.1,11.247,0.1,8.966,0.498,3
하수처리장(C),충남,2024-08-20 12:00,198.83,115.24,244.65,62.78,7.65,170383,0.8,9.514,0.1,7.468,0.247,4
하수처리장(C),충남,2024-08-19 12:00,285.75,95.55,286.24,66.63,6.63,246509,1.2,12.665,0.1,10.797,0.221,14
하수처리장(C),충남,2024-08-18 12:00,265.58,103.97,158.9,62.94,5.36,311275,2,10.848,0.862,6.379,0.197,24
하수처리장(C),충남,2024-08-17 12:00,228.19,98.96,298.07,57.41,6.15,273615,1,6.161,2.399,8.424,0.498,6
하수처리장(C),충남,2024-08-16 12:00,273.94,76.35,218.54,62.02,4.66,221280,1.3,10.587,0.1,5.883,0.324,7
하수처리장(C),충남,2024-08-15 12:00,216.1,48.23,187.2,67.79,8.69,205846,1,9.169,3.741,6.86,0.613,3
하수처리장(C),충남,2024-08-14 12:00,283.69,133.74,233.02,69.44,5.89,254364,0.8,11.256,0.112,4.217,0.328,0
하수처리장(C),충남,2024-08-13 12:00,274.9,93.82,203.15,52.31,7.8,290410,1.1,15.281,0.437,5.104,0.215,3
하수처리장(C),충남,2024-08-12 12:00,303.03,61.23,180.29,38.01,6.07,244700,0.5,9.655,0.1,8.743,0.193,35
하수처리장(C),충남,2024-08-11 12:00,277.19,70.75,269.4,67.35,7.07,220661,1.1,8.975,0.475,6.052,0.561,26
하수처리장(C),충남,2024-08-10 12:00,250.08,79.15,173.44,96.45,6.42,300764,0.9,13.782,0.385,8.786,0.264,4
하수처리장(C),충남,2024-08-09 12:00,267.12,123.1,239.98,82.93,5.8,199678,1,10.5,0.446,8.172,0.405,28
하수처리장(C),충남,2024-08-08 12:00,276.96,116.88,155.66,93.73,7.44,217696,0.9,8.738,0.1,3.681,0.313,6
하수처리장(C),충남,2024-08-07 12:00,242.7,56.78,218.58,67.04,4.17,162449,1,10.875,1.648,7.298,0.272,26
하수처리장(C),충남,2024-08-06 12:00,223.46,146.84,255.4,58.37,6.27,166948,1.5,9.119,0.622,6.679,0.532,85
하수처리장(C),충남,2024-08-05 12:00,218.44,62.32,244.04,81.61,7.13,317244,1.3,10.164,0.122,5.559,0.217,23
하수처리장(C),충남,2024-08-04 12:00,296.91,90.88,314.2,97.41,8.03,290352,1,11.587,1.742,6.486,0.221,10
하수처리장(C),충남,2024-08-03 12:00,247.45,85.99,218.57,67.13,7.14,215436,1.5,10.712,0.169,11.075,0.354,26
하수처리장(C),충남,2024-08-02 12:00,267.94,64.24,237.88,70.11,5.28,250198,1.5,10.296,1.188,5.279,0.29,21
하수처리장(C),충남,2024-08-01 12:00,293.53,126.94,325.47,57.48,5.29,164798,1.3,16.865,0.089,6.486,0.304,2
하수처리장(C),충남,2024-07-31 12:00,326.3,67.34,211.55,68.38,5.29,223939,0.8,10.918,0.1,4.377,0.392,79
하수처리장(C),충남,2024-07-30 12:00,285.72,79.81,238.04,58.02,6.34,241617,1.1,9.767,0.1,8.024,0.313,5
하수처리장(C),충남,2024-07-29 12:00,278.38,109.83,187.05,54.28,7.56,221589,0.7,11.487,0.1,13.416,0.32,4
하수처리장(C),충남,2024-07-28 12:00,173.9,78.36,254.42,58.14,6.45,199473,0.8,12.05,1.755,6.999,0.315,81
하수처리장(C),충남,2024-07-27 12:00,312.45,104.91,250.77,68.33,5.22,236692,1.2,9.742,0.1,6.458,0.27,14
하수처리장(C),충남,2024-07-26 12:00,330.85,139.41,243.16,51.86,6.1,258957,0.9,8.792,0.041,6.052,0.324,8
하수처리장(C),충남,2024-07-25 12:00,250.64,125.39,365.27,54.54,6.03,163277,1.1,10.213,0.141,6.513,0.454,32
하수처리장(C),충남,2024-07-24 12:00,263.38,132.89,258.82,62.87,7.51,237410,0.9,9.875,1.947,5.104,0.432,1
하수처리장(C),충남,2024-07-23 12:00,251.87,62.52,205.16,53.76,4.95,200424,1.2,10.914,0.1,5.364,0.235,6
하수처리장(C),충남,2024-07-22 12:00,269.43,62.27,300.94,63.75,6.1,244656,1.1,12.493,0.145,4.814,0.257,2
하수처리장(C),충남,2024-07-21 12:00,232.16,97.9,253.35,53.64,6.53,210841,1.5,10.96,0.258,6.106,0.532,8
하수처리장(C),충남,2024-07-20 12:00,253.43,71.32,422,55.57,5.41,275374,1.5,9.678,1.827,4.217,0.352,5
하수처리장(C),충남,2024-07-19 12:00,261.78,79.92,235.54,87.13,4.13,232428,1.2,9.715,0.1,6.145,0.245,6
하수처리장(C),충남,2024-07-18 12:00,323.47,155.56,171.15,64.97,4.3,183562,1.3,11.05,0.467,5.745,0.324,3
하수처리장(C),충남,2024-07-17 12:00,277.11,139.86,416.4,64.63,6.45,288484,1.3,12.14,0.1,6.357,0.264,9
하수처리장(C),충남,2024-07-16 12:00,251.1,85.17,212.22,62.83,4.62,292055,1.5,12.946,0.4,6.351,0.452,16
하수처리장(C),충남,2024-07-15 12:00,285,99.3,261.41,67.43,4.78,221353,1,11.126,0.188,8.405,0.26,14
하수처리장(C),충남,2024-07-14 12:00,216.84,103.07,227.22,79.19,5.58,221239,1.7,14.239,0.1,6.513,0.524,16
하수처리장(C),충남,2024-07-13 12:00,264.06,140.38,254.59,51.88,5.13,277301,0.9,10.459,1.931,7.571,0.27,1
하수처리장(C),충남,2024-07-12 12:00,259.24,86.51,207.42,91.8,5.78,224842,1.1,13.979,0.667,5.745,0.318,8
하수처리장(C),충남,2024-07-11 12:00,264.32,128.47,261.1,72.63,5.57,313733,0.9,9.056,0.503,6.513,0.282,15
하수처리장(C),충남,2024-07-10 12:00,237.33,134.92,321.68,66.46,8.18,255617,1.4,10.358,0.564,5.332,0.215,25
하수처리장(C),충남,2024-07-09 12:00,239.11,103.78,252.42,65.67,7.77,234480,1.1,12.483,0.446,6.145,0.304,35
하수처리장(C),충남,2024-07-08 12:00,296.66,105.29,314.17,87.04,7.76,212261,0.6,10.619,1.987,6.984,0.314,6
하수처리장(C),충남,2024-07-07 12:00,283.29,114.68,240.41,62.78,6.66,272200,1.9,6.284,0.678,6.107,0.366,12
하수처리장(C),충남,2024-07-06 12:00,183.32,72.99,271.42,73.91,5.6,197259,2.4,15.73,0.457,7.083,0.211,5
하수처리장(C),충남,2024-07-05 12:00,235.05,178.8,223.63,80.98,6.61,370810,0.9,10.158,0.058,8.424,0.613,5
하수처리장(C),충남,2024-07-04 12:00,212.3,57.84,237.46,79.81,6.88,219498,1,10.804,2.292,7.468,0.324,19
하수처리장(C),충남,2024-07-03 12:00,221.18,96.18,385.86,104.08,4.79,241015,1.4,9.767,0.587,5.867,0.228,7
하수처리장(C),충남,2024-07-02 12:00,280.98,82.99,224.43,79.88,7.88,191740,1,10.994,0.49,6.342,0.275,2
하수처리장(C),충남,2024-07-01 12:00,335.8,99.02,148.15,91.25,8.4,195149,0.9,10.211,0.393,4.493,0.219,13
하수처리장(C),충남,2024-06-30 12:00,260.43,118.76,258,85.43,6.15,193329,1.2,10.886,0.1,6.51,0.232,15
하수처리장(C),충남,2024-06-29 12:00,266.41,113.8,371.45,68.61,7.08,248153,0.7,9.44,0.1,9.188,0.334,2
하수처리장(C),충남,2024-06-28 12:00,253.57,112.22,191.2,50.55,5.36,247230,1,10.221,0.503,6.981,0.294,2
하수처리장(C),충남,2024-06-27 12:00,287.05,68.85,295.12,68.91,5.26,211637,1.3,12.15,0.495,6.329,0.207,7
하수처리장(C),충남,2024-06-26 12:00,230.18,96.39,230.49,77.46,5.91,188600,1,10.009,0.495,2.86,0.315,10
하수처리장(C),충남,2024-06-25 12:00,214.61,132.58,270.58,61.36,5.87,251119,1.2,11.59,0.169,6.568,0.395,0
하수처리장(C),충남,2024-06-24 12:00,368.29,76.97,229.86,68.87,5.66,223648,1.3,8.801,0.02,6.357,0.249,23
하수처리장(C),충남,2024-06-23 12:00,268.03,115.84,281.85,55.84,8.69,126257,1.3,15.768,0.038,5.623,0.319,4
하수처리장(C),충남,2024-06-22 12:00,261,118.83,237.05,62.58,8,266958,0.7,10.55,2.783,4.783,0.318,24
하수처리장(C),충남,2024-06-21 12:00,240.64,140.91,199.55,59.73,8.14,195296,0.9,9.882,2.171,5.571,0.369,5
하수처리장(C),충남,2024-06-20 12:00,257.27,60.72,220.18,55.46,7.96,250095,1,12.155,0.1,5.279,0.333,4
하수처리장(C),충남,2024-06-19 12:00,284.11,93,277.45,68,6.71,197036,1.8,9.805,0.123,7.468,0.508,0
하수처리장(C),충남,2024-06-18 12:00,324.32,63.99,220.03,53.24,7.97,210676,1.2,14.538,0.1,8.597,0.228,5
하수처리장(C),충남,2024-06-17 12:00,298.58,99.59,213.67,68.6,5.78,180740,0.8,12.006,1.836,6.145,0.314,0
하수처리장(C),충남,2024-06-16 12:00,229.47,178.8,270.06,76.89,4.92,240493,1.4,11.068,0.023,8.975,0.249,5
하수처리장(C),충남,2024-06-15 12:00,224.33,104.17,222.06,55.94,5.61,266787,1.1,13.834,2.073,6.636,0.441,3
하수처리장(C),충남,2024-06-14 12:00,212.48,100.58,263.17,78.3,3.97,193430,0.5,14.301,0.1,8.322,0.452,5
하수처리장(C),충남,2024-06-13 12:00,330.77,90.49,302.05,86.65,5.54,199162,1,10.987,0.1,14.673,0.232,9
하수처리장(C),충남,2024-06-12 12:00,193.42,81.58,204.25,66.59,7.14,140598,1.1,11.75,0.4,11.075,0.207,5
하수처리장(C),충남,2024-06-11 12:00,228.69,119.91,277.35,76.7,5.65,183034,1.1,11.066,0.4,6.486,0.249,6
하수처리장(C),충남,2024-06-10 12:00,267.37,62.48,219.39,69.59,3.86,206972,0.9,11.119,0.1,8.284,0.473,7
하수처리장(C),충남,2024-06-09 12:00,238.75,94.23,187.68,71.02,5.19,253778,0.9,10.039,0.667,7.298,0.27,69
하수처리장(C),충남,2024-06-08 12:00,245.37,89.07,176.48,71.84,5.96,253586,0.9,11.169,0.679,6.51,0.215,18
하수처리장(C),충남,2024-06-07 12:00,264.76,157.6,190.91,61.51,5.82,204745,0.8,12.679,0.13,6.087,0.195,4
하수처리장(C),충남,2024-06-06 12:00,243,114.68,303.34,94.76,8.26,293945,1.2,9.968,1.768,12.331,0.197,1
하수처리장(C),충남,2024-06-05 12:00,264.2,111.48,266.55,73.82,5.8,259007,1.3,11.195,0.1,4.344,0.335,25
하수처리장(C),충남,2024-06-04 12:00,232.94,178.8,260.73,68.27,7.59,184889,1.8,7.414,0.4,5.623,0.276,23
하수처리장(C),충남,2024-06-03 12:00,269.34,178.8,155.96,78.24,6.56,242102,0.9,15.729,1.29,4.344,0.508,21
하수처리장(C),충남,2024-06-02 12:00,221.2,67.82,267.16,62.11,4.86,228303,1.2,13.605,0.102,7.388,0.366,4
하수처리장(C),충남,2024-06-01 12:00,207.53,92.99,383.14,61.13,7.11,160860,1.1,10.598,0.1,6.329,0.318,16
하수처리장(C),충남,2024-05-31 12:00,253.58,109.8,249.51,55.46,7.56,217597,1,17.005,0.9,8.132,0.633,60
하수처리장(C),충남,2024-05-30 12:00,220.09,72.69,340.19,84.49,4.68,175447,1.3,12.379,0.706,10.72,0,32
하수처리장(C),충남,2024-05-29 12:00,208.95,135.35,311.35,68.66,6.31,196974,1.4,17.635,1.485,13.392,0.233,9
하수처리장(C),충남,2024-05-28 12:00,235.96,121.15,240.6,56.08,8.2,194647,1.8,10.64,1.1,7.428,0.526,50
하수처리장(C),충남,2024-05-27 12:00,248.77,112.96,289.26,66.04,6.46,212232,1.2,14.79,0.965,7.684,0.321,9
하수처리장(C),충남,2024-05-26 12:00,254.31,72.67,232.59,59.7,6.09,212133,1.1,13.776,0.25,3.551,0.379,11
하수처리장(C),충남,2024-05-25 12:00,300.54,81.13,327.06,60.72,6.15,199647,1.2,11.706,0.672,5.9,0.37,8
하수처리장(C),충남,2024-05-24 12:00,231.29,109.24,267.96,71.79,4.59,257735,2,12.114,0.977,7.368,0.117,70
하수처리장(C),충남,2024-05-23 12:00,223.16,72.7,214.8,99.55,6.86,189124,1.3,18.837,0.8,9.028,0.133,18
하수처리장(C),충남,2024-05-22 12:00,233.28,111.94,221.48,77.76,5.6,212265,1,16.222,0.794,9.129,0.148,59
하수처리장(C),충남,2024-05-21 12:00,315,90.84,275.84,69.09,7.15,299836,1,12.879,1.458,8.818,0.21,13
하수처리장(C),충남,2024-05-20 12:00,295.72,140.97,205.25,67.05,7.94,248370,1.5,12.095,1.1,8.105,0.121,7
하수처리장(C),충남,2024-05-19 12:00,229.55,70.57,328.57,55.35,5.45,191892,1.1,13.851,0.7,13.392,0.618,29
하수처리장(C),충남,2024-05-18 12:00,242.59,101.37,278.46,80.3,7.39,286466,3.2,10.941,1.503,8.68,0.453,4
하수처리장(C),충남,2024-05-17 12:00,329.8,77.68,402.27,45.68,6.81,314116,3.6,19.254,1.1,8.129,0.282,18
하수처리장(C),충남,2024-05-16 12:00,228.44,178.8,331.39,43.8,7.32,197110,1.1,11.927,0.2,10.642,0.382,32
하수처리장(C),충남,2024-05-15 12:00,238.28,118.57,253.23,63.05,5.23,202740,1,11.556,0.2,9.284,0,66
하수처리장(C),충남,2024-05-14 12:00,237.12,112.03,240.55,59.41,8.69,232686,1.5,16.327,1.245,9.892,0.412,12
하수처리장(C),충남,2024-05-13 12:00,224.88,92.26,363,88.64,5.43,368859,1.3,16.265,0.7,6.919,0.227,25
하수처리장(C),충남,2024-05-12 12:00,245.53,160.42,240.26,69.33,8.27,274306,0.8,11.961,6.132,10.737,0.215,15
하수처리장(C),충남,2024-05-11 12:00,268.31,110.48,306.09,47.66,7.04,195221,1,11.791,0.98,5.917,0.233,35
하수처리장(C),충남,2024-05-10 12:00,377.9,165.38,189.5,65.59,4.93,269655,1,11.908,0.2,6.906,0.354,13
하수처리장(C),충남,2024-05-09 12:00,258.94,110.45,185.15,91.89,6.29,271377,1,11.381,0.7,7.721,0.123,15
하수처리장(C),충남,2024-05-08 12:00,208.69,96.51,247.04,53.89,5.95,291101,2.4,18.125,1.133,8.509,0.22,11
하수처리장(C),충남,2024-05-07 12:00,215.05,169.06,231.38,78.3,6.64,292627,2,15.299,0.16,7.368,0.228,52
하수처리장(C),충남,2024-05-06 12:00,228.94,121.56,291.17,72.68,6.12,368878,2.5,18.853,1.085,6.629,0.193,6
하수처리장(C),충남,2024-05-05 12:00,267.8,138.26,328.31,70.33,6.84,295584,1.3,8.935,0.2,8.449,0.14,1
하수처리장(C),충남,2024-05-04 12:00,269.01,102.95,120.24,56.21,7.34,223453,2,16.914,1.049,9.093,0.468,12
하수처리장(C),충남,2024-05-03 12:00,269.24,104.07,260.09,64.53,5.98,218023,0.8,18.179,2.787,11.163,0.142,4
하수처리장(C),충남,2024-05-02 12:00,276.32,131.74,201.27,75.02,5.62,201686,1.1,12.717,0.867,10.821,0.215,3
하수처리장(C),충남,2024-05-01 12:00,259.4,91.74,213.11,53.14,5.27,233005,1,12.166,0.7,10.203,0.382,9
하수처리장(C),충남,2024-04-30 12:00,289.55,89.93,265.89,56.04,5.62,197122,2.2,16.029,0.2,8.123,0,9
하수처리장(C),충남,2024-04-29 12:00,225.48,151.42,291.54,77,8.15,256114,0.7,13.662,0.139,6.211,0.117,42
하수처리장(C),충남,2024-04-28 12:00,231.89,67.17,253.83,50.44,6.12,261930,1,15.72,0.9,3.417,0,8
하수처리장(C),충남,2024-04-27 12:00,334.77,115.68,186.64,84.38,7.01,210399,1.2,13.289,0.517,8.936,0.116,76
하수처리장(C),충남,2024-04-26 12:00,222.03,178.8,305.56,101.23,6.69,191508,1.4,17.554,1.892,10.116,0.151,5
하수처리장(C),충남,2024-04-25 12:00,232.25,78.89,213.64,40.88,5.87,258592,1,10.125,1.061,5.578,0.14,57
하수처리장(C),충남,2024-04-24 12:00,283.82,115.35,226.85,88.21,6.36,238180,3.3,13.191,4.036,6.52,0.041,36
하수처리장(C),충남,2024-04-23 12:00,244.51,132.78,280.58,73.72,5.26,214503,0.8,13.581,0.139,10.72,0.123,8
하수처리장(C),충남,2024-04-22 12:00,262.97,136.51,301.72,78.68,5.94,187090,1,12.22,7.159,11.317,0.239,5
하수처리장(C),충남,2024-04-21 12:00,237.97,122.56,188.87,63.89,6.34,225451,2.4,13.462,0.218,14.237,0.178,26
하수처리장(C),충남,2024-04-20 12:00,207.06,74.09,209.03,83.53,5.32,270570,1.6,17.093,0.9,13.181,0.343,34
하수처리장(C),충남,2024-04-19 12:00,220.02,141.38,298.86,61.11,7.22,255475,1.6,11.522,0.2,5.917,0.121,49
하수처리장(C),충남,2024-04-18 12:00,297.42,68.98,221.35,89.41,5.69,170710,1,13.584,0.7,8.271,0.123,62
하수처리장(C),충남,2024-04-17 12:00,224.73,142.48,234.26,62.83,7.38,174907,1,12.117,1.083,5.578,0.251,19
하수처리장(C),충남,2024-04-16 12:00,219.95,173.59,248.19,79.72,5.35,157672,1.4,12.05,0.9,10.203,0.275,7
하수처리장(C),충남,2024-04-15 12:00,248.04,121.74,266.84,77.83,7.64,223624,1.6,10.187,0.7,7.251,0.122,30
하수처리장(C),충남,2024-04-14 12:00,291.37,136.47,325.45,83.52,6.73,191328,1.7,11.773,0.7,13.428,0.129,12
하수처리장(C),충남,2024-04-13 12:00,224.79,87.84,256.91,71.43,6.78,156657,1.2,17.372,1.189,7.254,0.274,6
하수처리장(C),충남,2024-04-12 12:00,193.08,97.14,177.37,54.04,4.48,277850,1,18.757,0.2,8.566,0.468,26
하수처리장(C),충남,2024-04-11 12:00,243.24,125.12,272.98,63.83,6.83,212355,2,9.313,0.673,11.946,0.404,18
하수처리장(C),충남,2024-04-10 12:00,205.22,78.44,305.29,89.96,6.38,226779,1.2,11.274,0.965,11.318,0.179,21
하수처리장(C),충남,2024-04-09 12:00,362.16,127.27,220.81,59.01,5.92,205229,1.2,13.371,0.7,6.364,0.3,4
하수처리장(C),충남,2024-04-08 12:00,226.67,83.61,229.46,50.77,6.02,222976,1.8,16.724,1.1,7.254,0.123,5
하수처리장(C),충남,2024-04-07 12:00,276.16,90.7,308.07,51.96,5.97,208803,1,12.659,0.8,5.718,0.186,4
하수처리장(C),충남,2024-04-06 12:00,206.43,120.72,246.13,77,5.49,256723,1.7,10.61,1.058,8.902,0.146,17
하수처리장(C),충남,2024-04-05 12:00,270.15,63.81,238.23,90.61,5.93,234653,1.4,13.693,0.7,8.123,0.529,8
하수처리장(C),충남,2024-04-04 12:00,212.22,119.86,243.28,67.3,6.46,241480,2.2,18.17,0.678,8.593,0.21,3
하수처리장(C),충남,2024-04-03 12:00,304.03,80.61,244.1,78.35,4.78,171259,1.7,12.66,0.7,7.405,0.209,35
하수처리장(C),충남,2024-04-02 12:00,240.34,121.81,237.47,99.08,6.3,282022,1.1,15.123,0.765,10.737,0.136,9
하수처리장(C),충남,2024-04-01 12:00,263.13,71.43,226.48,95.09,7.73,216392,2.4,19.587,0.7,5.9,0.518,10
하수처리장(C),충남,2024-03-31 12:00,375.49,75.13,403.65,59.93,6.94,206434,1.2,13,1.023,6.515,0.259,7
하수처리장(C),충남,2024-03-30 12:00,265.21,123.78,253.25,62.54,6.33,201308,0.8,11.721,0.447,13.34,0.156,20
하수처리장(C),충남,2024-03-29 12:00,246.54,109.19,240.35,60.58,7.3,175173,1.6,13.264,1.469,5.299,0.262,90
하수처리장(C),충남,2024-03-28 12:00,287.29,87.43,315.24,64.2,6.64,263693,2.2,15.799,1.441,14.822,0.158,9
하수처리장(C),충남,2024-03-27 12:00,253.33,105.5,225.63,63.25,5.83,243901,3.3,12.891,0.834,13.09,0.158,5
하수처리장(C),충남,2024-03-26 12:00,234.01,161.3,166.59,86.82,6.91,289921,3.2,18.447,1.294,7.892,0.307,9
하수처리장(C),충남,2024-03-25 12:00,277.48,66.29,241.26,68.63,6.18,255512,1.9,15.891,0.7,13.34,0.412,69
하수처리장(C),충남,2024-03-24 12:00,273.97,102.79,297.03,54.6,5.93,175046,1,17.902,1.813,8.105,0.11,12
하수처리장(C),충남,2024-03-23 12:00,302.72,178.8,246.47,93.49,5.12,265032,1.3,12.476,0.2,11.945,0.272,16
하수처리장(C),충남,2024-03-22 12:00,237.86,140.76,270.07,52.9,5.92,275918,2,11.626,0.676,8.996,0.127,23
하수처리장(C),충남,2024-03-21 12:00,261.46,101.07,275.44,66.94,5.93,218181,1.4,13.12,1.103,12.642,0.123,28
하수처리장(C),충남,2024-03-20 12:00,287.22,103.3,348.9,93.49,6.13,193595,2.2,12.711,0.8,5.307,0.14,9
하수처리장(C),충남,2024-03-19 12:00,279.48,92.61,247,118.52,5.76,155876,2.4,11.19,0.544,9.129,0.264,46
하수처리장(C),충남,2024-03-18 12:00,307.14,117.54,219.23,49.51,7.45,206967,0.9,11.377,1.733,10.771,0.449,10
